id,conversation_id,role,participantable_id,participantable_type,exited_at,last_active_at,conversation_cleared_at,conversation_deleted_at,conversation_read_at,deleted_at,created_at,updated_at
4313,2156,owner,669634,App\Models\Customer,,,,,,,2026-01-26 14:53:33,2026-01-26 14:53:33
4314,2157,owner,669634,App\Models\Customer,,,,,,,2026-01-26 14:53:33,2026-01-26 14:53:33
4315,2158,owner,1,App\Models\User,,,,,,,2026-01-26 14:54:11,2026-01-26 14:54:11
4316,2158,owner,669295,App\Models\Customer,,,,,,,2026-01-26 14:54:11,2026-01-26 14:54:11
4317,2159,owner,1,App\Models\User,,,,,,,2026-01-26 14:54:47,2026-01-26 14:54:47
4318,2159,owner,669607,App\Models\Customer,,,,,,,2026-01-26 14:54:47,2026-01-26 14:54:47
4319,2160,owner,1,App\Models\User,,,,,,,2026-01-26 14:55:08,2026-01-26 14:55:08
4320,2161,owner,1,App\Models\User,,,,,,,2026-01-26 14:55:08,2026-01-26 14:55:08
4321,2161,owner,669581,App\Models\Customer,,,,,,,2026-01-26 14:55:08,2026-01-26 14:55:08
4322,2160,owner,669581,App\Models\Customer,,,,,,,2026-01-26 14:55:08,2026-01-26 14:55:08
4323,2162,owner,1,App\Models\User,,,,,,,2026-01-26 14:55:14,2026-01-26 14:55:14
4324,2162,owner,669691,App\Models\Customer,,,,,,,2026-01-26 14:55:14,2026-01-26 14:55:14
4325,2163,owner,1,App\Models\User,,,,,,,2026-01-26 14:55:24,2026-01-26 14:55:24
4326,2163,owner,667865,App\Models\Customer,,,,,,,2026-01-26 14:55:24,2026-01-26 14:55:24
4327,2164,owner,1,App\Models\User,,,,,,,2026-01-26 14:55:27,2026-01-26 14:55:27
4328,2164,owner,668764,App\Models\Customer,,,,,,,2026-01-26 14:55:27,2026-01-26 14:55:27
4329,2165,owner,1,App\Models\User,,,,,,,2026-01-26 14:56:19,2026-01-26 14:56:19
4330,2165,owner,669673,App\Models\Customer,,,,,,,2026-01-26 14:56:19,2026-01-26 14:56:19
4331,2166,owner,1,App\Models\User,,,,,,,2026-01-26 14:57:09,2026-01-26 14:57:09
4332,2166,owner,669252,App\Models\Customer,,,,,,,2026-01-26 14:57:09,2026-01-26 14:57:09
4333,2167,owner,1,App\Models\User,,,,,,,2026-01-26 14:58:13,2026-01-26 14:58:13
4334,2167,owner,669778,App\Models\Customer,,,,,,,2026-01-26 14:58:13,2026-01-26 14:58:13
4335,2168,owner,1,App\Models\User,,,,,,,2026-01-26 14:58:19,2026-01-26 14:58:19
4336,2168,owner,668812,App\Models\Customer,,,,,,,2026-01-26 14:58:19,2026-01-26 14:58:19
4337,2169,owner,1,App\Models\User,,,,,,,2026-01-26 14:59:06,2026-01-26 14:59:06
4338,2169,owner,669843,App\Models\Customer,,,,,,,2026-01-26 14:59:06,2026-01-26 14:59:06
4339,2170,owner,1,App\Models\User,,,,,,,2026-01-26 14:59:07,2026-01-26 14:59:07
4340,2170,owner,675576,App\Models\Customer,,,,,,,2026-01-26 14:59:07,2026-01-26 14:59:07
4341,2171,owner,1,App\Models\User,,,,,,,2026-01-26 14:59:24,2026-01-26 14:59:24
4342,2171,owner,668499,App\Models\Customer,,,,,,,2026-01-26 14:59:24,2026-01-26 14:59:24
4343,2172,owner,1,App\Models\User,,,,,,,2026-01-26 14:59:24,2026-01-26 14:59:24
4344,2172,owner,669666,App\Models\Customer,,,,,,,2026-01-26 14:59:24,2026-01-26 14:59:24
4345,2173,owner,1,App\Models\User,,,,,,,2026-01-26 14:59:58,2026-01-26 14:59:58
4346,2173,owner,675577,App\Models\Customer,,,,,,,2026-01-26 14:59:58,2026-01-26 14:59:58
4347,2174,owner,1,App\Models\User,,,,,,,2026-01-26 15:00:59,2026-01-26 15:00:59
4348,2174,owner,669702,App\Models\Customer,,,,,,,2026-01-26 15:00:59,2026-01-26 15:00:59
4349,2175,owner,1,App\Models\User,,,,,,,2026-01-26 15:01:05,2026-01-26 15:01:05
4350,2175,owner,669905,App\Models\Customer,,,,,,,2026-01-26 15:01:05,2026-01-26 15:01:05
4351,2176,owner,1,App\Models\User,,,,,,,2026-01-26 15:01:12,2026-01-26 15:01:12
4352,2176,owner,668348,App\Models\Customer,,,,,,,2026-01-26 15:01:12,2026-01-26 15:01:12
4353,2177,owner,1,App\Models\User,,,,,,,2026-01-26 15:01:15,2026-01-26 15:01:15
4354,2177,owner,668348,App\Models\Customer,,,,,,,2026-01-26 15:01:15,2026-01-26 15:01:15
4355,2178,owner,1,App\Models\User,,,,,,,2026-01-26 15:01:18,2026-01-26 15:01:18
4356,2178,owner,669919,App\Models\Customer,,,,,,,2026-01-26 15:01:18,2026-01-26 15:01:18
4357,2179,owner,1,App\Models\User,,,,,,,2026-01-26 15:01:37,2026-01-26 15:01:37
4358,2179,owner,669863,App\Models\Customer,,,,,,,2026-01-26 15:01:37,2026-01-26 15:01:37
4359,2180,owner,1,App\Models\User,,,,,,,2026-01-26 15:02:07,2026-01-26 15:02:07
4360,2180,owner,669327,App\Models\Customer,,,,,,,2026-01-26 15:02:07,2026-01-26 15:02:07
4361,2181,owner,1,App\Models\User,,,,,,,2026-01-26 15:02:11,2026-01-26 15:02:11
4362,2181,owner,669186,App\Models\Customer,,,,,,,2026-01-26 15:02:11,2026-01-26 15:02:11
4363,2182,owner,1,App\Models\User,,,,,,,2026-01-26 15:02:26,2026-01-26 15:02:26
4364,2182,owner,669991,App\Models\Customer,,,,,,,2026-01-26 15:02:26,2026-01-26 15:02:26
4365,2183,owner,1,App\Models\User,,,,,,,2026-01-26 15:02:29,2026-01-26 15:02:29
4366,2183,owner,669982,App\Models\Customer,,,,,,,2026-01-26 15:02:29,2026-01-26 15:02:29
4367,2184,owner,1,App\Models\User,,,,,,,2026-01-26 15:02:34,2026-01-26 15:02:34
4368,2184,owner,669797,App\Models\Customer,,,,,,,2026-01-26 15:02:34,2026-01-26 15:02:34
4369,2185,owner,1,App\Models\User,,,,,,,2026-01-26 15:02:45,2026-01-26 15:02:45
4370,2185,owner,669023,App\Models\Customer,,,,,,,2026-01-26 15:02:45,2026-01-26 15:02:45
4371,2186,owner,1,App\Models\User,,,,,,,2026-01-26 15:03:09,2026-01-26 15:03:09
4372,2186,owner,669767,App\Models\Customer,,,,,,,2026-01-26 15:03:09,2026-01-26 15:03:09
4373,2187,owner,1,App\Models\User,,,,,,,2026-01-26 15:03:12,2026-01-26 15:03:12
4374,2187,owner,669767,App\Models\Customer,,,,,,,2026-01-26 15:03:12,2026-01-26 15:03:12
4375,2188,owner,1,App\Models\User,,,,,,,2026-01-26 15:03:15,2026-01-26 15:03:15
4376,2188,owner,669767,App\Models\Customer,,,,,,,2026-01-26 15:03:15,2026-01-26 15:03:15
4377,2189,owner,1,App\Models\User,,,,,,,2026-01-26 15:03:31,2026-01-26 15:03:31
4378,2189,owner,670071,App\Models\Customer,,,,,,,2026-01-26 15:03:31,2026-01-26 15:03:31
4379,2190,owner,1,App\Models\User,,,,,,,2026-01-26 15:03:40,2026-01-26 15:03:40
4380,2190,owner,670001,App\Models\Customer,,,,,,,2026-01-26 15:03:40,2026-01-26 15:03:40
4381,2191,owner,1,App\Models\User,,,,,,,2026-01-26 15:03:46,2026-01-26 15:03:46
4382,2191,owner,669834,App\Models\Customer,,,,,,,2026-01-26 15:03:46,2026-01-26 15:03:46
4383,2192,owner,1,App\Models\User,,,,,,,2026-01-26 15:04:08,2026-01-26 15:04:08
4384,2192,owner,668851,App\Models\Customer,,,,,,,2026-01-26 15:04:08,2026-01-26 15:04:08
4385,2193,owner,1,App\Models\User,,,,,,,2026-01-26 15:05:19,2026-01-26 15:05:19
4386,2193,owner,675578,App\Models\Customer,,,,,,,2026-01-26 15:05:19,2026-01-26 15:05:19
4387,2194,owner,1,App\Models\User,,,,,,,2026-01-26 15:05:21,2026-01-26 15:05:21
4388,2194,owner,670116,App\Models\Customer,,,,,,,2026-01-26 15:05:21,2026-01-26 15:05:21
4389,2195,owner,1,App\Models\User,,,,,,,2026-01-26 15:05:23,2026-01-26 15:05:23
4390,2195,owner,669579,App\Models\Customer,,,,,,,2026-01-26 15:05:23,2026-01-26 15:05:23
4391,2196,owner,1,App\Models\User,,,,,,,2026-01-26 15:05:33,2026-01-26 15:05:33
4392,2196,owner,670017,App\Models\Customer,,,,,,,2026-01-26 15:05:33,2026-01-26 15:05:33
4393,2197,owner,1,App\Models\User,,,,,,,2026-01-26 15:05:52,2026-01-26 15:05:52
4394,2197,owner,668968,App\Models\Customer,,,,,,,2026-01-26 15:05:52,2026-01-26 15:05:52
4395,2198,owner,1,App\Models\User,,,,,,,2026-01-26 15:06:13,2026-01-26 15:06:13
4396,2198,owner,669753,App\Models\Customer,,,,,,,2026-01-26 15:06:13,2026-01-26 15:06:13
4397,2199,owner,1,App\Models\User,,,,,,,2026-01-26 15:06:20,2026-01-26 15:06:20
4398,2199,owner,668443,App\Models\Customer,,,,,,,2026-01-26 15:06:20,2026-01-26 15:06:20
4399,2200,owner,1,App\Models\User,,,,,,,2026-01-26 15:06:28,2026-01-26 15:06:28
4400,2200,owner,669675,App\Models\Customer,,,,,,,2026-01-26 15:06:28,2026-01-26 15:06:28
4401,2201,owner,1,App\Models\User,,,,,,,2026-01-26 15:06:29,2026-01-26 15:06:29
4402,2201,owner,668371,App\Models\Customer,,,,,,,2026-01-26 15:06:29,2026-01-26 15:06:29
4403,2202,owner,1,App\Models\User,,,,,,,2026-01-26 15:06:39,2026-01-26 15:06:39
4404,2202,owner,668914,App\Models\Customer,,,,,,,2026-01-26 15:06:39,2026-01-26 15:06:39
4405,2203,owner,1,App\Models\User,,,,,,,2026-01-26 15:06:44,2026-01-26 15:06:44
4406,2203,owner,669448,App\Models\Customer,,,,,,,2026-01-26 15:06:44,2026-01-26 15:06:44
4407,2204,owner,1,App\Models\User,,,,,,,2026-01-26 15:06:48,2026-01-26 15:06:48
4408,2205,owner,1,App\Models\User,,,,,,,2026-01-26 15:06:48,2026-01-26 15:06:48
4409,2204,owner,670147,App\Models\Customer,,,,,,,2026-01-26 15:06:48,2026-01-26 15:06:48
4410,2205,owner,670132,App\Models\Customer,,,,,,,2026-01-26 15:06:48,2026-01-26 15:06:48
4411,2206,owner,1,App\Models\User,,,,,,,2026-01-26 15:06:57,2026-01-26 15:06:57
4412,2206,owner,670059,App\Models\Customer,,,,,,,2026-01-26 15:06:57,2026-01-26 15:06:57
4413,2207,owner,1,App\Models\User,,,,,,,2026-01-26 15:07:29,2026-01-26 15:07:29
4414,2207,owner,669884,App\Models\Customer,,,,,,,2026-01-26 15:07:29,2026-01-26 15:07:29
4415,2208,owner,1,App\Models\User,,,,,,,2026-01-26 15:07:36,2026-01-26 15:07:36
4416,2208,owner,669491,App\Models\Customer,,,,,,,2026-01-26 15:07:36,2026-01-26 15:07:36
4417,2209,owner,1,App\Models\User,,,,,,,2026-01-26 15:08:24,2026-01-26 15:08:24
4418,2209,owner,670142,App\Models\Customer,,,,,,,2026-01-26 15:08:24,2026-01-26 15:08:24
4419,2210,owner,1,App\Models\User,,,,,,,2026-01-26 15:08:36,2026-01-26 15:08:36
4420,2210,owner,670117,App\Models\Customer,,,,,,,2026-01-26 15:08:36,2026-01-26 15:08:36
4421,2211,owner,1,App\Models\User,,,,,,,2026-01-26 15:08:47,2026-01-26 15:08:47
4422,2211,owner,668492,App\Models\Customer,,,,,,,2026-01-26 15:08:47,2026-01-26 15:08:47
4423,2212,owner,1,App\Models\User,,,,,,,2026-01-26 15:09:05,2026-01-26 15:09:05
4424,2212,owner,669647,App\Models\Customer,,,,,,,2026-01-26 15:09:05,2026-01-26 15:09:05
4425,2213,owner,1,App\Models\User,,,,,,,2026-01-26 15:09:20,2026-01-26 15:09:20
4426,2213,owner,669538,App\Models\Customer,,,,,,,2026-01-26 15:09:20,2026-01-26 15:09:20
4427,2214,owner,1,App\Models\User,,,,,,,2026-01-26 15:10:43,2026-01-26 15:10:43
4428,2215,owner,1,App\Models\User,,,,,,,2026-01-26 15:10:43,2026-01-26 15:10:43
4429,2215,owner,669833,App\Models\Customer,,,,,,,2026-01-26 15:10:43,2026-01-26 15:10:43
4430,2214,owner,670676,App\Models\Customer,,,,,,,2026-01-26 15:10:43,2026-01-26 15:10:43
4431,2216,owner,1,App\Models\User,,,,,,,2026-01-26 15:10:45,2026-01-26 15:10:45
4432,2216,owner,669833,App\Models\Customer,,,,,,,2026-01-26 15:10:45,2026-01-26 15:10:45
4433,2217,owner,1,App\Models\User,,,,,,,2026-01-26 15:10:45,2026-01-26 15:10:45
4434,2217,owner,669088,App\Models\Customer,,,,,,,2026-01-26 15:10:45,2026-01-26 15:10:45
4435,2218,owner,1,App\Models\User,,,,,,,2026-01-26 15:11:14,2026-01-26 15:11:14
4436,2218,owner,669768,App\Models\Customer,,,,,,,2026-01-26 15:11:14,2026-01-26 15:11:14
4437,2219,owner,1,App\Models\User,,,,,,,2026-01-26 15:11:39,2026-01-26 15:11:39
4438,2219,owner,670808,App\Models\Customer,,,,,,,2026-01-26 15:11:39,2026-01-26 15:11:39
4439,2220,owner,1,App\Models\User,,,,,,,2026-01-26 15:12:36,2026-01-26 15:12:36
4440,2220,owner,669660,App\Models\Customer,,,,,,,2026-01-26 15:12:36,2026-01-26 15:12:36
4441,2221,owner,1,App\Models\User,,,,,,,2026-01-26 15:12:37,2026-01-26 15:12:37
4442,2221,owner,670842,App\Models\Customer,,,,,,,2026-01-26 15:12:37,2026-01-26 15:12:37
4443,2222,owner,1,App\Models\User,,,,,,,2026-01-26 15:12:55,2026-01-26 15:12:55
4444,2222,owner,670839,App\Models\Customer,,,,,,,2026-01-26 15:12:55,2026-01-26 15:12:55
4445,2223,owner,1,App\Models\User,,,,,,,2026-01-26 15:13:08,2026-01-26 15:13:08
4446,2223,owner,669246,App\Models\Customer,,,,,,,2026-01-26 15:13:08,2026-01-26 15:13:08
4447,2224,owner,1,App\Models\User,,,,,,,2026-01-26 15:13:33,2026-01-26 15:13:33
4448,2224,owner,670930,App\Models\Customer,,,,,,,2026-01-26 15:13:33,2026-01-26 15:13:33
4449,2225,owner,1,App\Models\User,,,,,,,2026-01-26 15:14:46,2026-01-26 15:14:46
4450,2225,owner,668940,App\Models\Customer,,,,,,,2026-01-26 15:14:46,2026-01-26 15:14:46
4451,2226,owner,1,App\Models\User,,,,,,,2026-01-26 15:15:11,2026-01-26 15:15:11
4452,2226,owner,668432,App\Models\Customer,,,,,,,2026-01-26 15:15:11,2026-01-26 15:15:11
4453,2227,owner,1,App\Models\User,,,,,,,2026-01-26 15:15:30,2026-01-26 15:15:30
4454,2227,owner,669657,App\Models\Customer,,,,,,,2026-01-26 15:15:30,2026-01-26 15:15:30
4455,2228,owner,1,App\Models\User,,,,,,,2026-01-26 15:15:53,2026-01-26 15:15:53
4456,2228,owner,675580,App\Models\Customer,,,,,,,2026-01-26 15:15:53,2026-01-26 15:15:53
4457,2229,owner,1,App\Models\User,,,,,,,2026-01-26 15:16:03,2026-01-26 15:16:03
4458,2229,owner,670670,App\Models\Customer,,,,,,,2026-01-26 15:16:03,2026-01-26 15:16:03
4459,2230,owner,1,App\Models\User,,,,,,,2026-01-26 15:16:14,2026-01-26 15:16:14
4460,2230,owner,670722,App\Models\Customer,,,,,,,2026-01-26 15:16:14,2026-01-26 15:16:14
4461,2231,owner,1,App\Models\User,,,,,,,2026-01-26 15:16:21,2026-01-26 15:16:21
4462,2231,owner,671116,App\Models\Customer,,,,,,,2026-01-26 15:16:21,2026-01-26 15:16:21
4463,2232,owner,1,App\Models\User,,,,,,,2026-01-26 15:16:24,2026-01-26 15:16:24
4464,2232,owner,670799,App\Models\Customer,,,,,,,2026-01-26 15:16:24,2026-01-26 15:16:24
4465,2233,owner,1,App\Models\User,,,,,,,2026-01-26 15:16:38,2026-01-26 15:16:38
4466,2233,owner,670734,App\Models\Customer,,,,,,,2026-01-26 15:16:38,2026-01-26 15:16:38
4467,2234,owner,1,App\Models\User,,,,,,,2026-01-26 15:17:43,2026-01-26 15:17:43
4468,2234,owner,670040,App\Models\Customer,,,,,,,2026-01-26 15:17:43,2026-01-26 15:17:43
4469,2235,owner,1,App\Models\User,,,,,,,2026-01-26 15:17:57,2026-01-26 15:17:57
4470,2235,owner,671202,App\Models\Customer,,,,,,,2026-01-26 15:17:57,2026-01-26 15:17:57
4471,2236,owner,1,App\Models\User,,,,,,,2026-01-26 15:18:16,2026-01-26 15:18:16
4472,2236,owner,671066,App\Models\Customer,,,,,,,2026-01-26 15:18:16,2026-01-26 15:18:16
4473,2237,owner,1,App\Models\User,,,,,,,2026-01-26 15:18:52,2026-01-26 15:18:52
4474,2237,owner,671192,App\Models\Customer,,,,,,,2026-01-26 15:18:52,2026-01-26 15:18:52
4475,2238,owner,1,App\Models\User,,,,,,,2026-01-26 15:18:57,2026-01-26 15:18:57
4476,2239,owner,1,App\Models\User,,,,,,,2026-01-26 15:18:57,2026-01-26 15:18:57
4477,2238,owner,671210,App\Models\Customer,,,,,,,2026-01-26 15:18:57,2026-01-26 15:18:57
4478,2239,owner,671210,App\Models\Customer,,,,,,,2026-01-26 15:18:57,2026-01-26 15:18:57
4479,2240,owner,1,App\Models\User,,,,,,,2026-01-26 15:19:09,2026-01-26 15:19:09
4480,2240,owner,669385,App\Models\Customer,,,,,,,2026-01-26 15:19:09,2026-01-26 15:19:09
4481,2241,owner,1,App\Models\User,,,,,,,2026-01-26 15:20:22,2026-01-26 15:20:22
4482,2241,owner,671146,App\Models\Customer,,,,,,,2026-01-26 15:20:22,2026-01-26 15:20:22
4483,2242,owner,1,App\Models\User,,,,,,,2026-01-26 15:20:39,2026-01-26 15:20:39
4484,2243,owner,1,App\Models\User,,,,,,,2026-01-26 15:20:39,2026-01-26 15:20:39
4485,2244,owner,1,App\Models\User,,,,,,,2026-01-26 15:20:39,2026-01-26 15:20:39
4486,2245,owner,1,App\Models\User,,,,,,,2026-01-26 15:20:39,2026-01-26 15:20:39
4487,2243,owner,671289,App\Models\Customer,,,,,,,2026-01-26 15:20:39,2026-01-26 15:20:39
4488,2242,owner,671289,App\Models\Customer,,,,,,,2026-01-26 15:20:39,2026-01-26 15:20:39
4489,2245,owner,671309,App\Models\Customer,,,,,,,2026-01-26 15:20:39,2026-01-26 15:20:39
4490,2244,owner,671013,App\Models\Customer,,,,,,,2026-01-26 15:20:39,2026-01-26 15:20:39
4491,2246,owner,1,App\Models\User,,,,,,,2026-01-26 15:20:45,2026-01-26 15:20:45
4492,2246,owner,668339,App\Models\Customer,,,,,,,2026-01-26 15:20:45,2026-01-26 15:20:45
4493,2247,owner,1,App\Models\User,,,,,,,2026-01-26 15:21:01,2026-01-26 15:21:01
4494,2247,owner,670736,App\Models\Customer,,,,,,,2026-01-26 15:21:01,2026-01-26 15:21:01
4495,2248,owner,1,App\Models\User,,,,,,,2026-01-26 15:21:14,2026-01-26 15:21:14
4496,2248,owner,668890,App\Models\Customer,,,,,,,2026-01-26 15:21:14,2026-01-26 15:21:14
4497,2249,owner,1,App\Models\User,,,,,,,2026-01-26 15:21:14,2026-01-26 15:21:14
4498,2249,owner,671278,App\Models\Customer,,,,,,,2026-01-26 15:21:14,2026-01-26 15:21:14
4499,2250,owner,1,App\Models\User,,,,,,,2026-01-26 15:21:18,2026-01-26 15:21:18
4500,2250,owner,675581,App\Models\Customer,,,,,,,2026-01-26 15:21:18,2026-01-26 15:21:18
4501,2251,owner,1,App\Models\User,,,,,,,2026-01-26 15:22:05,2026-01-26 15:22:05
4502,2251,owner,671249,App\Models\Customer,,,,,,,2026-01-26 15:22:05,2026-01-26 15:22:05
4503,2252,owner,1,App\Models\User,,,,,,,2026-01-26 15:22:45,2026-01-26 15:22:45
4504,2252,owner,671288,App\Models\Customer,,,,,,,2026-01-26 15:22:45,2026-01-26 15:22:45
4505,2253,owner,1,App\Models\User,,,,,,,2026-01-26 15:22:57,2026-01-26 15:22:57
4506,2253,owner,668459,App\Models\Customer,,,,,,,2026-01-26 15:22:57,2026-01-26 15:22:57
4507,2254,owner,1,App\Models\User,,,,,,,2026-01-26 15:23:17,2026-01-26 15:23:17
4508,2255,owner,1,App\Models\User,,,,,,,2026-01-26 15:23:17,2026-01-26 15:23:17
4509,2254,owner,671388,App\Models\Customer,,,,,,,2026-01-26 15:23:17,2026-01-26 15:23:17
4510,2255,owner,671388,App\Models\Customer,,,,,,,2026-01-26 15:23:17,2026-01-26 15:23:17
4511,2256,owner,1,App\Models\User,,,,,,,2026-01-26 15:23:34,2026-01-26 15:23:34
4512,2256,owner,671403,App\Models\Customer,,,,,,,2026-01-26 15:23:34,2026-01-26 15:23:34
4513,2257,owner,1,App\Models\User,,,,,,,2026-01-26 15:23:48,2026-01-26 15:23:48
4514,2257,owner,671446,App\Models\Customer,,,,,,,2026-01-26 15:23:48,2026-01-26 15:23:48
4515,2258,owner,1,App\Models\User,,,,,,,2026-01-26 15:24:12,2026-01-26 15:24:12
4516,2258,owner,671339,App\Models\Customer,,,,,,,2026-01-26 15:24:12,2026-01-26 15:24:12
4517,2259,owner,1,App\Models\User,,,,,,,2026-01-26 15:24:21,2026-01-26 15:24:21
4518,2259,owner,671483,App\Models\Customer,,,,,,,2026-01-26 15:24:21,2026-01-26 15:24:21
4519,2260,owner,1,App\Models\User,,,,,,,2026-01-26 15:24:49,2026-01-26 15:24:49
4520,2261,owner,1,App\Models\User,,,,,,,2026-01-26 15:24:49,2026-01-26 15:24:49
4521,2260,owner,671434,App\Models\Customer,,,,,,,2026-01-26 15:24:49,2026-01-26 15:24:49
4522,2261,owner,671434,App\Models\Customer,,,,,,,2026-01-26 15:24:49,2026-01-26 15:24:49
4523,2262,owner,1,App\Models\User,,,,,,,2026-01-26 15:25:32,2026-01-26 15:25:32
4524,2262,owner,671424,App\Models\Customer,,,,,,,2026-01-26 15:25:32,2026-01-26 15:25:32
4525,2263,owner,1,App\Models\User,,,,,,,2026-01-26 15:25:53,2026-01-26 15:25:53
4526,2263,owner,671267,App\Models\Customer,,,,,,,2026-01-26 15:25:53,2026-01-26 15:25:53
4527,2264,owner,1,App\Models\User,,,,,,,2026-01-26 15:25:54,2026-01-26 15:25:54
4528,2264,owner,671267,App\Models\Customer,,,,,,,2026-01-26 15:25:54,2026-01-26 15:25:54
4529,2265,owner,1,App\Models\User,,,,,,,2026-01-26 15:25:59,2026-01-26 15:25:59
4530,2266,owner,1,App\Models\User,,,,,,,2026-01-26 15:25:59,2026-01-26 15:25:59
4531,2266,owner,671246,App\Models\Customer,,,,,,,2026-01-26 15:25:59,2026-01-26 15:25:59
4532,2265,owner,670921,App\Models\Customer,,,,,,,2026-01-26 15:25:59,2026-01-26 15:25:59
4533,2267,owner,1,App\Models\User,,,,,,,2026-01-26 15:26:05,2026-01-26 15:26:05
4534,2267,owner,671467,App\Models\Customer,,,,,,,2026-01-26 15:26:05,2026-01-26 15:26:05
4535,2268,owner,1,App\Models\User,,,,,,,2026-01-26 15:26:56,2026-01-26 15:26:56
4536,2268,owner,675582,App\Models\Customer,,,,,,,2026-01-26 15:26:56,2026-01-26 15:26:56
4537,2269,owner,1,App\Models\User,,,,,,,2026-01-26 15:27:34,2026-01-26 15:27:34
4538,2269,owner,671694,App\Models\Customer,,,,,,,2026-01-26 15:27:34,2026-01-26 15:27:34
4539,2270,owner,1,App\Models\User,,,,,,,2026-01-26 15:27:43,2026-01-26 15:27:43
4540,2270,owner,671674,App\Models\Customer,,,,,,,2026-01-26 15:27:43,2026-01-26 15:27:43
4541,2271,owner,1,App\Models\User,,,,,,,2026-01-26 15:28:15,2026-01-26 15:28:15
4542,2271,owner,669438,App\Models\Customer,,,,,,,2026-01-26 15:28:15,2026-01-26 15:28:15
4543,2272,owner,1,App\Models\User,,,,,,,2026-01-26 15:29:08,2026-01-26 15:29:08
4544,2272,owner,671724,App\Models\Customer,,,,,,,2026-01-26 15:29:08,2026-01-26 15:29:08
4545,2273,owner,1,App\Models\User,,,,,,,2026-01-26 15:29:08,2026-01-26 15:29:08
4546,2273,owner,675583,App\Models\Customer,,,,,,,2026-01-26 15:29:08,2026-01-26 15:29:08
4547,2274,owner,1,App\Models\User,,,,,,,2026-01-26 15:29:12,2026-01-26 15:29:12
4548,2274,owner,675584,App\Models\Customer,,,,,,,2026-01-26 15:29:12,2026-01-26 15:29:12
4549,2275,owner,1,App\Models\User,,,,,,,2026-01-26 15:29:37,2026-01-26 15:29:37
4550,2275,owner,671849,App\Models\Customer,,,,,,,2026-01-26 15:29:37,2026-01-26 15:29:37
4551,2276,owner,1,App\Models\User,,,,,,,2026-01-26 15:30:45,2026-01-26 15:30:45
4552,2276,owner,671854,App\Models\Customer,,,,,,,2026-01-26 15:30:45,2026-01-26 15:30:45
4553,2277,owner,1,App\Models\User,,,,,,,2026-01-26 15:30:51,2026-01-26 15:30:51
4554,2277,owner,670715,App\Models\Customer,,,,,,,2026-01-26 15:30:51,2026-01-26 15:30:51
4555,2278,owner,1,App\Models\User,,,,,,,2026-01-26 15:30:57,2026-01-26 15:30:57
4556,2278,owner,671854,App\Models\Customer,,,,,,,2026-01-26 15:30:57,2026-01-26 15:30:57
4557,2279,owner,1,App\Models\User,,,,,,,2026-01-26 15:30:58,2026-01-26 15:30:58
4558,2279,owner,675585,App\Models\Customer,,,,,,,2026-01-26 15:30:58,2026-01-26 15:30:58
4559,2280,owner,1,App\Models\User,,,,,,,2026-01-26 15:31:39,2026-01-26 15:31:39
4560,2280,owner,671105,App\Models\Customer,,,,,,,2026-01-26 15:31:39,2026-01-26 15:31:39
4561,2281,owner,1,App\Models\User,,,,,,,2026-01-26 15:31:41,2026-01-26 15:31:41
4562,2282,owner,1,App\Models\User,,,,,,,2026-01-26 15:31:41,2026-01-26 15:31:41
4563,2281,owner,671105,App\Models\Customer,,,,,,,2026-01-26 15:31:41,2026-01-26 15:31:41
4564,2282,owner,671182,App\Models\Customer,,,,,,,2026-01-26 15:31:41,2026-01-26 15:31:41
4565,2283,owner,1,App\Models\User,,,,,,,2026-01-26 15:31:57,2026-01-26 15:31:57
4566,2283,owner,671105,App\Models\Customer,,,,,,,2026-01-26 15:31:57,2026-01-26 15:31:57
4567,2284,owner,1,App\Models\User,,,,,,,2026-01-26 15:32:00,2026-01-26 15:32:00
4568,2284,owner,671105,App\Models\Customer,,,,,,,2026-01-26 15:32:00,2026-01-26 15:32:00
4569,2285,owner,1,App\Models\User,,,,,,,2026-01-26 15:32:03,2026-01-26 15:32:03
4570,2285,owner,671182,App\Models\Customer,,,,,,,2026-01-26 15:32:03,2026-01-26 15:32:03
4571,2286,owner,1,App\Models\User,,,,,,,2026-01-26 15:32:33,2026-01-26 15:32:33
4572,2286,owner,671966,App\Models\Customer,,,,,,,2026-01-26 15:32:33,2026-01-26 15:32:33
4573,2287,owner,1,App\Models\User,,,,,,,2026-01-26 15:33:35,2026-01-26 15:33:35
4574,2287,owner,669123,App\Models\Customer,,,,,,,2026-01-26 15:33:35,2026-01-26 15:33:35
4575,2288,owner,1,App\Models\User,,,,,,,2026-01-26 15:33:39,2026-01-26 15:33:39
4576,2288,owner,671950,App\Models\Customer,,,,,,,2026-01-26 15:33:39,2026-01-26 15:33:39
4577,2289,owner,1,App\Models\User,,,,,,,2026-01-26 15:34:04,2026-01-26 15:34:04
4578,2289,owner,672016,App\Models\Customer,,,,,,,2026-01-26 15:34:04,2026-01-26 15:34:04
4579,2290,owner,1,App\Models\User,,,,,,,2026-01-26 15:34:12,2026-01-26 15:34:12
4580,2290,owner,671829,App\Models\Customer,,,,,,,2026-01-26 15:34:12,2026-01-26 15:34:12
4581,2291,owner,1,App\Models\User,,,,,,,2026-01-26 15:35:46,2026-01-26 15:35:46
4582,2291,owner,671976,App\Models\Customer,,,,,,,2026-01-26 15:35:46,2026-01-26 15:35:46
